5
5
4
5;1;0;0;
6;2;0;1;
2;3;1;2;
3;4;2;3;
4;4;3;4;
10;5;5;0;
6;7;6;1;
12;7;6;7;
13;9;8;8;
14;9;8;9;
15;10;10;5;
16;11;11;11;
12;13;12;7;
13;13;12;8;
19;14;14;9;
15;16;15;10;
21;16;15;11;
22;18;17;17;
18;19;17;18;
24;19;18;14;
20;21;20;20;
21;21;20;16;
22;22;22;17;
23;24;23;23;
24;24;23;19;
-1;-1;-10;-10;
-1;-1;-1;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-10;-1;-10;
-1;-10;-10;-1;
-10;-1;-10;-1;
-1;-10;-1;-10;
-1;-1;-10;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-10;-10;-10;
-10;-1;-10;-1;
-10;-10;-1;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-1;-10;-1;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-1;-10;-1;-1;
-10;-1;-10;-10;
-10;-10;-1;-1;
-10;-10;-10;-1;
-10;-1;-10;-10;
-10;-10;-1;-1;
