5
5
4
0;1;0;0;
6;2;0;1;
2;3;1;2;
8;4;2;3;
4;4;3;4;
10;6;5;5;
11;6;5;1;
7;8;7;7;
8;8;7;3;
14;9;9;9;
15;10;10;5;
11;11;11;6;
17;13;12;12;
13;14;12;13;
14;14;13;9;
20;16;15;10;
16;17;15;16;
17;17;16;12;
18;19;18;18;
24;19;18;19;
20;21;20;15;
21;22;20;21;
22;23;21;22;
23;24;22;23;
24;24;23;19;
-10;-1;-10;-10;
-1;-1;-1;-10;
-10;-1;-1;-10;
-1;-1;-1;-10;
-10;-10;-1;-10;
-1;-1;-10;-10;
-1;-10;-1;-1;
-10;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-10;
-1;-10;-10;-1;
-10;-10;-10;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-1;-1;-10;-1;
-10;-1;-1;-10;
-10;-10;-1;-1;
-10;-1;-10;-10;
-1;-10;-1;-10;
-10;-1;-10;-1;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
