10
10
4
10;1;0;0;
1;1;0;1;
12;3;2;2;
3;4;2;3;
4;4;3;4;
15;6;5;5;
16;7;5;6;
17;7;6;7;
8;9;8;8;
19;9;8;9;
20;10;10;0;
21;12;11;11;
22;12;11;2;
23;14;13;13;
14;15;13;14;
15;15;14;5;
26;16;16;6;
17;18;17;7;
18;19;17;18;
29;19;18;9;
30;20;20;10;
21;21;21;11;
22;23;22;12;
23;23;22;13;
34;25;24;24;
25;26;24;25;
26;26;25;16;
37;28;27;27;
28;29;27;28;
29;29;28;19;
30;31;30;20;
31;32;30;31;
32;33;31;32;
33;34;32;33;
34;34;33;24;
45;35;35;35;
46;37;36;36;
37;37;36;27;
48;39;38;38;
49;39;38;39;
50;41;40;40;
41;42;40;41;
42;42;41;42;
53;44;43;43;
54;45;43;44;
55;45;44;35;
56;46;46;36;
57;48;47;47;
48;48;47;38;
59;49;49;39;
60;51;50;40;
51;52;50;51;
52;53;51;52;
53;53;52;43;
64;54;54;44;
65;55;55;45;
66;56;56;46;
57;57;57;47;
68;59;58;58;
69;59;58;49;
60;61;60;50;
61;62;60;61;
62;62;61;62;
73;64;63;63;
64;64;63;54;
65;65;65;55;
66;67;66;56;
67;68;66;67;
68;68;67;58;
79;69;69;59;
80;71;70;70;
81;72;70;71;
72;73;71;72;
73;73;72;63;
84;75;74;74;
75;76;74;75;
76;77;75;76;
77;78;76;77;
78;79;77;78;
79;79;78;69;
90;80;80;70;
81;81;81;71;
92;83;82;82;
83;84;82;83;
84;84;83;74;
85;86;85;85;
96;87;85;86;
97;87;86;87;
98;89;88;88;
99;89;88;89;
90;91;90;80;
91;92;90;91;
92;93;91;82;
93;94;92;93;
94;95;93;94;
95;96;94;95;
96;96;95;86;
97;98;97;87;
98;98;97;88;
99;99;99;89;
-1;-1;-10;-10;
-10;-10;-1;-10;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-10;-1;-10;
-1;-1;-10;-10;
-1;-1;-1;-10;
-1;-10;-1;-10;
-10;-1;-10;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-1;-10;-10;
-1;-10;-1;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-1;-10;-1;-1;
-1;-10;-10;-1;
-10;-10;-10;-1;
-10;-1;-10;-1;
-10;-10;-1;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-1;-10;-10;-10;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-1;-10;-10;
-1;-10;-1;-10;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-10;-1;-10;
-1;-1;-10;-10;
-1;-1;-1;-10;
-1;-10;-1;-1;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-1;-1;-10;-1;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-10;-10;-10;-1;
-1;-1;-10;-10;
-1;-10;-1;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-10;-10;-1;-10;
-1;-1;-10;-10;
-10;-10;-1;-1;
-10;-10;-10;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-1;-1;-10;-10;
-1;-1;-1;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-10;-10;-10;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-10;-1;-10;-10;
-1;-1;-1;-10;
-1;-10;-1;-10;
-1;-1;-10;-10;
-1;-10;-1;-10;
-10;-1;-10;-1;
-10;-1;-1;-10;
-10;-1;-1;-1;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-10;-1;-10;-1;
-10;-10;-1;-1;
-10;-10;-10;-1;
