5
5
4
5;0;0;0;
6;1;1;1;
7;3;2;2;
3;4;2;3;
9;4;3;4;
10;6;5;0;
6;6;5;1;
7;8;7;2;
8;8;7;8;
14;9;9;4;
15;10;10;5;
16;12;11;11;
12;13;11;12;
18;13;12;13;
19;14;14;9;
15;16;15;10;
16;16;15;11;
22;17;17;17;
23;18;18;13;
24;19;19;14;
20;21;20;20;
21;22;20;21;
22;23;21;17;
23;24;22;18;
24;24;23;19;
-1;-10;-10;-10;
-1;-10;-10;-10;
-1;-1;-10;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-1;-1;-10;-1;
-10;-10;-1;-1;
-10;-1;-10;-1;
-10;-10;-1;-10;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-10;-1;-1;
-1;-10;-10;-10;
-1;-10;-10;-1;
-1;-10;-10;-1;
-10;-1;-10;-10;
-10;-1;-1;-10;
-10;-1;-1;-1;
-10;-1;-1;-1;
-10;-10;-1;-1;
