5
5
4
5;1;0;0;
6;1;0;1;
7;3;2;2;
3;4;2;3;
9;4;3;4;
10;5;5;0;
6;7;6;1;
7;7;6;2;
13;8;8;8;
14;9;9;4;
15;10;10;5;
16;11;11;11;
17;13;12;12;
13;13;12;8;
19;14;14;9;
15;16;15;10;
21;16;15;11;
22;17;17;12;
23;19;18;18;
24;19;18;14;
20;21;20;20;
21;21;20;16;
22;23;22;17;
23;23;22;18;
24;24;24;19;
-1;-1;-10;-10;
-1;-10;-1;-10;
-1;-1;-10;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-10;-1;-1;
-1;-10;-10;-10;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-10;-10;-10;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-1;-10;-1;-1;
-1;-10;-10;-1;
-1;-1;-10;-10;
-1;-10;-1;-1;
-10;-1;-10;-10;
-10;-10;-1;-1;
-10;-1;-10;-1;
-10;-10;-1;-1;
-10;-10;-10;-1;
