5
5
4
5;1;0;0;
1;2;0;1;
2;3;1;2;
3;4;2;3;
9;4;3;4;
5;6;5;0;
11;6;5;6;
12;8;7;7;
13;8;7;8;
14;9;9;4;
15;10;10;10;
16;12;11;6;
12;12;11;7;
13;13;13;8;
19;14;14;9;
20;16;15;10;
16;16;15;11;
22;18;17;17;
23;18;17;18;
24;19;19;14;
20;20;20;15;
21;22;21;21;
22;22;21;17;
23;24;23;18;
24;24;23;19;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-10;-1;-10;-1;
-1;-10;-1;-10;
-1;-1;-10;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-10;-10;-10;
-1;-1;-10;-1;
-10;-10;-1;-1;
-10;-10;-10;-1;
-1;-10;-10;-1;
-1;-1;-10;-1;
-10;-10;-1;-1;
-1;-1;-10;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-10;-10;-10;-1;
-10;-1;-10;-10;
-10;-10;-1;-1;
-10;-1;-10;-1;
-10;-10;-1;-1;
